# 泰深输入法专业词库 — 历史名人
# 来源：THUOCL 清华开放中文词库（MIT License，https://github.com/thunlp/THUOCL）
# 格式：词 拼音（制表符分隔）；仅收录 system_dict 缺失词条
一真	yizhen
王洪军	wanghongjun
王浑	wanghun
王浚	wangjun
王浩	wanghao
王海容	wanghairong
王海钧	wanghaijun
王海鸰	wanghailing
王淦	wanggan
王溥	wangpu
王潜	wangqian
王濬	wangjun
王火	wanghuo
王炀	wangyang
王炳森	wangbingsen
王炳燮	wangbingxie
王煜辉	wangyuhui
王煦	wangxu
王燮	wangxie
王献	wangxian
王献唐	wangxiantang
王玉国	wangyuguo
王玉如	wangyuru
王玉娥	wangyue
王玉璋	wangyuzhang
王玖	wangjiu
王玥	wangyue
王玲珑	wanglinglong
王玺	wangxi
王珏	wangjue
王球	wangqiu
王理	wangli
王琰	wangyan
王瑚	wanghu
王瓘	wangguan
王用之	wangyongzhi
王甫	wangfu
王畴	wangchou
王畿	wangji
王百姓	wangbaixing
王真	wangzhen
王睿章	wangruizhang
王瞳	wangtong
王石	wangshi
王磊	wanglei
王祖光	wangzuguang
王祖庆	wangzuqing
王祖贤	wangzuxian
王祜	wanghu
王祥	wangxiang
王祯	wangzhen
王禔	wangzhi
王秉国	wangbingguo
王秉钧	wangbingjun
王立	wangli
王立丰	wanglifeng
王立德	wanglide
王立群	wangliqun
王立诚	wanglicheng
王竑	wanghong
王竣	wangjun
王答	wangda
王筝	wangzheng
王筱磊	wangxiaolei
王籍	wangji
王粲	wangcan
王累	wanglei
王纪	wangji
王纲	wanggang
王纶	wanglun
王绂	wangfu
王绅	wangshen
王绍兰	wangshaolan
王经	wangjing
王继贤	wangjixian
王继飞	wangjifei
王绩	wangji
王维宁	wangweining
王维德	wangweide
王维桢	wangweizhen
王维珍	wangweizhen
王维翰	wangweihan
王美秀	wangmeixiu
王群	wangqun
王翘	wangqiao
王翚	wanghui
王翦	wangjian
王耀辉	wangyaohui
王聘珍	wangpinzhen
王肃	wangsu
王肇基	wangzhaoji
王肇辉	wangzhaohui
王育芳	wangyufang
王臣	wangchen
王艮	wanggen
王良	wangliang
王节	wangjie
王芑孙	wangqisun
王芳	wangfang
王茜	wangqian
王荪	wangsun
王莆中	wangpuzhong
王莹	wangying
王萌	wangmeng
王葆心	wangbaoxin
王蒙	wangmeng
王蓉	wangrong
王蕴章	wangyunzhang
王藻	wangzao
王融	wangrong
王衍	wangyan
王衡	wangheng
王襄	wangxiang
王观	wangguan
王诏	wangzhao
王诗文	wangshiwen
王诗琪	wangshiqi
王诤	wangzheng
王诩	wangxu
王谋	wangmou
王谔	wange
王谷祥	wangguxiang
王贝	wangbei
王贞仪	wangzhenyi
王贵	wanggui
王贵福	wangguifu
王超	wangchao
王跃飞	wangyuefei
王轶琼	wangyiqiong
王辅	wangfu
王辉	wanghui
王辉耀	wanghuiyao
王辟之	wangpizhi
王近山	wangjinshan
王连	wanglian
王连庆	wanglianqing
王述	wangshu
王道生	wangdaosheng
王邑	wangyi
王金勇	wangjinyong
王金发	wangjinfa
王鎏	wangliu
王鏊	wangao
王钊	wangzhao
王钦	wangqin
王钧	wangjun
王钺	wangyue
王铎	wangduo
王铨	wangquan
王铭	wangming
王铭新	wangmingxin
王铭琬	wangmingwan
王铮	wangzheng
王铸九	wangzhujiu
王锜	wangqi
王锡元	wangxiyuan
王锡圭	wangxigui
王锡彤	wangxitong
王锡荣	wangxirong
王锦辉	wangjinhui
王闿运	wangkaiyun
王际华	wangjihua
王隽	wangjuan
王雁	wangyan
王雅捷	wangyajie
王雅迪	wangyadi
王雪纯	wangxuechun
王雷	wanglei
王震生	wangzhensheng
王青芳	wangqingfang
王静	wangjing
王韬	wangtao
王顼龄	wangxuling
王颀	wangqi
王飞雪	wangfeixue
王鸣韶	wangmingshao
王鸿寿	wanghongshou
王鹏	wangpeng
王鹏运	wangpengyun
王鹰	wangying
王龄	wangling
玮哥	weige
玻恩	boen
珍妃	zhenfei
珍嫔	zhenpin
班克罗夫特	bankeluofute
班录	banlu
班彪	banbiao
班扬	banyang
班昭	banzhao
琅邪	langxie
理藩院	lifanyuan
琐罗亚斯德	suoluoyaside
琦善	qishan
琪琪格	qiqige
琴乃	qinnai
琶杰	pajie
瑛太	yingtai
瑜妃	yufei
瑞迪克	ruidike
瑶淼	yaomiao
瑾妃	jinfei
瓦斯科达伽马	wasikedagama
瓦瓦	wawa
甄伟	zhenwei
甘丽初	ganlichu
甘国栋	ganguodong
甘旸	ganyang
甘渭汉	ganweihan
甘福	ganfu
甘英	ganying
甘茂	ganmao
甘萍	ganping
生天目仁美	shengtianmurenmei
生濑胜久	shenglaishengjiu
生田斗真	shengtiandouzhen
田中丽奈	tianzhonglinai
田中义一	tianzhongyiyi
田中千绘	tianzhongqianhui
田中哲司	tianzhongzhesi
田中圭	tianzhonggui
田中大文	tianzhongdawen
田中敦子	tianzhongdunzi
田中理惠	tianzhonglihui
田中真纪子	tianzhongzhenjizi
田中绢代	tianzhongjuandai
田中美保	tianzhongmeibao
田中要次	tianzhongyaoci
田丰	tianfeng
田云龙	tianyunlong
田伯平	tianboping
田兰芳	tianlanfang
田原	tianyuan
田原俊彦	tianyuanjunyan
田喆	tianzhe
田垒	tianlei
田岷	tianmin
田崎敬浩	tianqijinghao
田建	tianjian
田昭武	tianzhaowu
田村淳	tiancunchun
田桐	tiantong
田楠	tiannan
田沁鑫	tianqinxin
田炯锦	tianjiongjin
田祥	tianxiang
田秋	tianqiu
田穰苴	tianrangju
田章	tianzhang
田续	tianxu
田雯	tianwen
田震	tianzhen
田馥甄	tianfuzhen
田鹏飞	tianpengfei
由希	youxi
由拳	youquan
甲斐	jiafei
甲贺	jiahe
申东靖	shendongjing
申佳胤	shenjiayin
申梅	shenmei
申涵光	shenhanguang
申甫	shenfu
留平	liuping
番和	fanhe
疏广	shuguang
登国	dengguo
登闻鼓	dengwengu
白义	baiyi
白云上	baiyunshang
白亨利	baihengli
白修德	baixiude
白元	baiyuan
白君实	baijunshi
白寿	baishou
白川	baichuan
白庆琳	baiqinglin
白悦	baiyue
白永成	baiyongcheng
白洁	baijie
白洲次郎	baizhoucilang
白淑湘	baishuxiang
白灵	bailing
白燕	baiyan
白珽	baiting
白石美帆	baishimeifan
白石裕	baishiyu
白英	baiying
白茵	baiyin
白蹄乌	baitiwu
白采	baicai
白音格力	baiyingeli
白鹏飞	baipengfei
百华	baihua
百里奚	bailixi
百里溪	bailixi
皇建	huangjian
皓天	haotian
皮埃尔居里	piaierjuli
皮定均	pidingjun
皮海洲	pihaizhou
益若翼	yiruoyi
盐渎	yandu
盖吕萨克	gailvsake
盘庚	pangeng
盛乐	shengle
盛和煜	shengheyu
盛大士	shengdashi
盛敏耕	shengmingeng
盛昌	shengchang
盛昌黎	shengchangli
盛熙	shengxi
盛远	shengyuan
相叶雅纪	xiangyeyaji
相武纱季	xiangwushaji
相润	xiangrun
相邦	xiangbang
省登宇	shengdengyu
眉佳	meijia
真夜	zhenye
真希	zhenxi
真木阳子	zhenmuyangzi
真琴	zhenqin
真琴翼	zhenqinyi
真田幸村	zhentianxingcun
真田昌幸	zhentianchangxing
睦镇硕	muzhenshuo
睿略	ruilve
瞿中溶	quzhongrong
瞿俊	qujun
瞿友宁	quyouning
瞿启甲	quqijia
瞿应绍	quyingshao
瞿祐	quyou
瞿颖	quying
矢口真里	shikouzhenli
矢口高雄	shikougaoxiong
矢野浩二	shiyehaoer
石作衡	shizuoheng
石勤	shiqin
石原良纯	shiyuanliangchun
石原裕次郎	shiyuanyucilang
石原里美	shiyuanlimei
石坂浩二	shibanhaoer
石子坚	shizijian
石川亚沙美	shichuanyashamei
石川智晶	shichuanzhijing
石川梨华	shichuanlihua
石川淳一	shichuanchunyi
石川英郎	shichuanyinglang
石川达三	shichuandasan
石应康	shiyingkang
石康	shikang
石弘	shihong
石慧	shihui
石扬	shiyang
石挥	shihui
石敬亭	shijingting
石斌	shibin
石春霞	shichunxia
石桥凌	shiqiaoling
石森章太郎	shisenzhangtailang
石璜	shihuang
石璞	shipu
石田一成	shitianyicheng
石田三成	shitiansancheng
石田彰	shitianzhang
石田晴香	shitianqingxiang
石苞	shibao
石西民	shiximin
石觉	shijue
石贺	shihe
石鉴	shijian
石鑫	shixin
石韫玉	shiyunyu
石颐	shiyi
砂时计	shashiji
碧野	biye
祁坤	qikun
祁寯藻	qijunzao
祁曼	qiman
祁致中	qizhizhong
祁顺	qishun
祖丁	zuding
祖乙	zuyi
祖册	zuce
祖厉	zuli
祖庚	zugeng
祖江	zujiang
祖甲	zujia
祖神	zushen
祖茂	zumao
祖辛	zuxin
祖逖	zuti
祝义才	zhuyicai
祝史	zhushi
祝明扬	zhumingyang
祝望	zhuwang
祝潜	zhuqian
祝绍周	zhushaozhou
祝阿	zhua
祝静	zhujing
神册	shence
神尔	shener
神木隆之介	shenmulongzhijie
神武天皇	shenwutianhuang
神田沙也加	shentianshayejia
福原爱	fuyuanai
福周	fuzhou
福山润	fushanrun
福岛正则	fudaozhengze
福开森	fukaisen
福泽克雄	fuzekexiong
福田沙纪	futianshaji
福田雄一	futianxiongyi
福禄培尔	fulupeier
福贵人	fuguiren
秃发乌孤	tufawugu
秉志	bingzhi
秋元才加	qiuyuancaijia
秋吉久美子	qiujijiumeizi
秋川雅史	qiuchuanyashi
秋田雨雀	qiutianyuque
秋苹	qiuping
种拂	zhongfu
科内鲁	keneilu
科尔沁夫	keerqinfu
科恩伯格	keenboge
科斯坚纽克	kesijianniuke
秣陵	moling
秦仪	qinyi
秦仲	qinzhong
秦兆阳	qinzhaoyang
秦哀公	qinaigong
秦大士	qindashi
秦子忱	qinzichen
秦孝文王	qinxiaowenwang
秦宓	qinmi
秦宝	qinbao
秦宣公	qinxuangong
秦宪公	qinxiangong
秦岚	qinlan
秦怡	qinyi
秦惠公	qinhuigong
秦惠文王	qinhuiwenwang
秦成公	qinchenggong
秦文公	qinwengong
秦明	qinming
秦昭襄王	qinzhaoxiangwang
秦景公	qinjinggong
秦朗	qinlang
秦桓公	qinhuangong
秦梁	qinliang
秦楠	qinnan
秦涛	qintao
秦溱	qinqin
秦瀛	qinying
秦灵公	qinlinggong
秦炳	qinbing
秦炳文	qinbingwen
秦献公	qinxiangong
秦琪	qinqi
秦琼	qinqiong
秦祖永	qinzuyong
秦良	qinliang
秦荣光	qinrongguang
秦观	qinguan
秦铁	qintie
秦霖	qinlin
秦鸣雷	qinminglei
称制	chengzhi
程世才	chengshicai
程云鹏	chengyunpeng
程先甲	chengxianjia
程功	chenggong
程勋	chengxun
程南云	chengnanyun
程发轫	chengfaren
程哲	chengzhe
程嘉燧	chengjiasui
程嘉美	chengjiamei
程国仁	chengguoren
程堂	chengtang
程奎光	chengkuiguang
程季淑	chengjishu
程岩	chengyan
程川	chengchuan
程庭鹭	chengtinglu
程怡	chengyi
程文荣	chengwenrong
程普	chengpu
程本立	chengbenli
程松	chengsong
程欣	chengxin
程武	chengwu
程法	chengfa
程海	chenghai
程炜	chengwei
程琳	chenglin
程瑞声	chengruisheng
程璧光	chengbiguang
程福生	chengfusheng
程绍	chengshao
程胜	chengsheng
程苓峰	chenglingfeng
程荣	chengrong
程进超	chengjinchao
程远	chengyuan
程邃	chengsui
程钜夫	chengjufu
程银	chengyin
程门雪	chengmenxue
程雄	chengxiong
程青松	chengqingsong
程颂万	chengsongwan
程鹤麟	chenghelin
稻叶浩志	daoyehaozhi
稻垣润一	daoyuanrunyi
稻森丽奈	daosenlinai
穆利斯	mulisi
穆尼尔	munier
穆旦	mudan
穆罕默德二世	muhanmodeershi
穆青	muqing
窦光鼐	douguangnai
窦唯	douwei
窦固	dougu
窦武	douwu
窦融	dourong
立花慎之介	lihuashenzhijie
章剑锋	zhangjianfeng
章安	zhangan
章宗	zhangzong
章宪	zhangxian
章寿麟	zhangshoulin
章小蕙	zhangxiaohui
章懋	zhangmao
章武	zhangwu
章溢	zhangyi
章琰	zhangyan
章甫	zhangfu
章穆	zhangmu
章邯	zhanghan
章鉴	zhangjian
章鋆	zhangyun
章钰	zhangyu
章陵	zhangling
章韵	zhangyun
童叶庚	tongyegeng
童大年	tongdanian
童宁	tongning
童炎生	tongyansheng
童第周	tongdizhou
童芷苓	tongzhiling
童衡	tongheng
童贯	tongguan
童轩	tongxuan
童钰	tongyu
童雪鸿	tongxuehong
竹中半兵卫	zhuzhongbanbingwei
竹中直人	zhuzhongzhiren
竹内结子	zhuneijiezi
竹内顺子	zhuneishunzi
竹斋	zhuzhai
笃姬	duji
笑楚	xiaochu
符廷贵	futinggui
符曾	fuceng
符馨尹	fuxinyin
笪重光	dachongguang
第斯多惠	disiduohui
笮融	zerong
筒井康隆	tongjingkanglong
筱原凉子	xiaoyuanliangzi
筱崎爱	xiaoqiai
简明富	jianmingfu
简朝亮	jianchaoliang
简福疆	jianfujiang
简经纶	jianjinglun
简雍	jianyong
管学军	guanxuejun
管宁	guanning
管干贞	guanganzhen
管念慈	guannianci
管桦	guanhua
管涛	guantao
管清友	guanqingyou
管燕草	guanyancao
管辂	guanlu
管鹏	guanpeng
米仓凉子	micangliangzi
米仓千寻	micangqianxun
米克尔森	mikeersen
米卢蒂诺维奇	miludinuoweiqi
米娜	mina
米尼兹	minizi
米拉蒙特斯	milamengtesi
米晓彬	mixiaobin
米泽瑠美	mizeliumei
素黑	suhei
索乌萨	suowusa
索贝尔	suobeier
紫苑	ziyuan
紫葵	zikui
紫雨林	ziyulin
红兰	honglan
红叱拨	hongchibo
红月	hongyue
红音	hongyin
红音萤	hongyinying
约瑟夫斯大林	yuesefusidalin
约翰沃克	yuehanwoke
约里奥	yueliao
纪伊	jiyi
纪如璟	jirujing
纪容舒	jirongshu
纪小龙	jixiaolong
纪弦	jixian
纪灵	jiling
纪贞	jizhen
纪远	jiyuan
纯情闪耀	chunqingshanyao
纱奈	shanai
纱织	shazhi
纳兰性德	nalanxingde
纳尔班迪安	naerbandian
纳素夫	nasufu
纳豆	nadou
纽兰兹	niulanzi
练舞	lianwu
细川忠兴	xichuanzhongxing
细川智荣子	xichuanzhirongzi
细川藤孝	xichuantengxiao
经元善	jingyuanshan
结城聪	jiechengcong
绚香	xuanxiang
绝群	juequn
绫乃	lingnai
绫波优	lingboyou
绫濑遥	linglaiyao
绫辻行人	lingshixingren
续桐溪	xutongxi
维利莫维斯基	weilimoweisiji
维多利奥	weiduoliao
维多利诺	weiduolinuo
维尔塔宁	weiertaning
绿川光	lvchuanguang
绿川英子	lvchuanyingzi
缪丹	moudan
缪勒	moulei
缪希雍	mouxiyong
罗亨信	luohengxin
罗京	luojing
罗会祥	luohuixiang
罗伯斯庇尔	luobosibier
罗侨	luoqiao
罗允缵	luoyunzuan
罗兵	luobing
罗典	luodian
罗凤	luofeng
罗历戎	luolirong
罗君强	luojunqiang
罗国纲	luoguogang
罗坤山	luokunshan
罗大春	luodachun
罗学赞	luoxuezan
罗宾德拉纳特	luobindelanate
罗小卫	luoxiaowei
罗尚	luoshang
罗尼	luoni
罗布雷多	luobuleiduo
罗广文	luoguangwen
罗建文	luojianwen
罗志祥	luozhixiang
罗惇曧	luodunrong
罗惇衍	luodunyan
罗振宇	luozhenyu
罗文俊	luowenjun
罗文嘉	luowenjia
罗日杰斯特文斯基	luorijiesitewensiji
罗晓莹	luoxiaoying
罗曼	luoman
罗永娟	luoyongjuan
罗汝怀	luoruhuai
罗汝芳	luorufang
罗泽南	luozenan
罗湘	luoxiang
罗点	luodian
罗烈	luolie
罗烜	luoxuan
罗玘	luoqi
罗琦	luoqi
罗璟	luojing
罗石冰	luoshibing
罗礼贤	luolixian
罗纳尔迪尼奥	luonaerdiniao
罗继祖	luojizu
罗聘	luopin
罗肃	luosu
罗胤	luoyin
罗蛟	luojiao
罗西北	luoxibei
罗谦	luoqian
罗贤	luoxian
罗遵殿	luozundian
罗隐	luoyin
罗雪娟	luoxuejuan
罗香林	luoxianglin
羊祜	yanghu
羌道	qiangdao
美优	meiyou
美内铃惠	meineilinghui
美咲	meixiao
美奈	meinai
美子	meizi
美川宪一	meichuanxianyi
美波	meibo
美稷	meiji
美空云雀	meikongyunque
美纪	meiji
美阳	meiyang
羽原大介	yuyuandajie
羽根泰正	yugentaizheng
羽根直树	yugenzhishu
羽泉	yuquan
翁俊明	wengjunming
翁子瑜	wengziyu
翁森	wengsen
翁泽生	wengzesheng
翁照	wengzhao
翁红	wenghong
翁良毓	wengliangyu
翁芝	wengzhi
翁萨格	wengsage
翁虹	wenghong
翟元	diyuan
翟勤	diqin
翟泉	diquan
翟灏	dihao
翟让	dirang
翠黄	cuihuang
耶律德光	yelvdeguang
耶律贤	yelvxian
耶律阮	yelvruan
耶律阿保机	yelvabaoji
耿志炜	gengzhiwei
耿昭忠	gengzhaozhong
耿武	gengwu
耿渊	gengyuan
聂元梓	nieyuanzi
聂华苓	niehualing
聂夷中	nieyizhong
聂尔	nieer
聂政	niezheng
聂豹	niebao
聂铁文	nietiewen
肃顺	sushun
肖刚	xiaogang
肖利华	xiaolihua
肖劲	xiaojin
肖国栋	xiaoguodong
肖峰	xiaofeng
肖晓琳	xiaoxiaolin
肖纪美	xiaojimei
肖良志	xiaoliangzhi
肖革联	xiaogelian
肯佩斯	kenpeisi
胜保	shengbao
胜地凉	shengdiliang
胜海舟	shenghaizhou
胡一鹏	huyipeng
胡万春	huwanchun
胡世宁	hushining
胡世昌	hushichang
胡世荣	hushirong
胡中玉	huzhongyu
胡亥	huhai
胡介祉	hujiezhi
胡以晃	huyihuang
胡伯翰	hubohan
胡俊翔	hujunxiang
胡俨	huyan
胡元倓	huyuantan
胡先骕	huxiansu
胡兵	hubing
胡军	hujun
胡冲	huchong
胡凤丹	hufengdan
胡凯莉	hukaili
胡前	huqian
胡助	huzhu
胡华	huhua
胡可	huke
胡唐	hutang
胡喆	huzhe
胡嘉言	hujiayan
胡因梦	huyinmeng
胡国栋	huguodong
胡坚	hujian
胡大文	hudawen
胡奇	huqi
胡奇才	huqicai
胡安	huan
胡宗仁	huzongren
胡宗华	huzonghua
胡宗成	huzongcheng
胡家凤	hujiafeng
胡密	humi
胡小石	huxiaoshi
胡居仁	hujuren
胡峻	hujun
胡希	huxi
胡庆阳	huqingyang
胡底	hudi
胡康民	hukangmin
胡廷	huting
胡志仁	huzhiren
胡忠	huzhong
胡戈	huge
胡才	hucai
胡承诺	huchengnuo
胡敬	hujing
胡斌	hubin
胡方平	hufangping
胡旦	hudan
胡明	huming
胡春玲	huchunling
胡春生	huchunsheng
胡智锋	huzhifeng
胡有猷	huyouyou
胡根天	hugentian
胡桂	hugui
胡梅	humei
胡歌	huge
胡正栋	huzhengdong
胡正言	huzhengyan
胡永年	huyongnian
胡汝嘉	hurujia
胡泰	hutai
胡泳	huyong
胡泽红	huzehong
胡润	hurun
胡渊	huyuan
胡澍	hushu
胡濙	huying
胡灵	huling
胡炳文	hubingwen
胡烈	hulie
胡然	huran
胡煦	huxu
胡照	huzhao
胡燕妮	huyanni
胡玉琦	huyuqi
胡珏	hujue
胡班	huban
胡琏	hulian
胡琛	huchen
胡瑗	huyuan
胡璞	hupu
胡百昌	hubaichang
胡直	huzhi
胡紫薇	huziwei
胡绳	husheng
胡缵宗	huzuanzong
胡艳	huyan
胡节	hujie
胡谊	huyi
胡质	huzhi
胡达源	hudayuan
胡遵	huzun
胡鄂公	huegong
胡钧	hujun
胡隽	hujuan
胡震	huzhen
胡静	hujing
胡颖	huying
胤禛	yinzhen
胥浦	xupu
脂习	zhixi
腓特烈大帝	feiteliedadi
臧启芳	zangqifang
臧霸	zangba
至治	zhizhi
臼井仪人	jiujingyiren
舒乙	shuyi
舒位	shuwei
舒健	shujian
舒县	shuxian
舒天	shutian
舒妃	shufei
舒尔金	shuerjin
舒巧	shuqiao
舒浩	shuhao
舒芬	shufen
舒荣	shurong
舒高	shugao
舜天齐	shuntianqi
船越英一郎	chuanyueyingyilang
良妃	liangfei
良娣	liangdi
艾利亚斯	ailiyasi
艾县	aixian
艾吕雅	ailvya
艾小羊	aixiaoyang
艾尔	aier
艾敬	aijing
艾昕	aixin
艾未未	aiweiwei
艾柯	aike
艾梦萌	aimengmeng
艾薇塔	aiweita
节文	jiewen
花信风	huaxinfeng
花永	huayong
花泽香菜	huazexiangcai
芳仪	fangyi
芹洋子	qinyangzi
芽菜	yacai
苍井优	cangjingyou
苍井空	cangjingkong
苍梧郡	cangwujun
苏和	suhe
苏培科	supeike
苏士澍	sushishu
苏宣	suxuan
苏峻	sujun
苏廷玉	sutingyu
苏志威	suzhiwei
苏新	suxin
苏昊	suhao
苏昕	suxin
苏杰	sujie
苏殷	suyin
苏浚	sujun
苏焕智	suhuanzhi
苏瑾	sujin
苏祥	suxiang
苏章	suzhang
苏答应	sudaying
苏翊杰	suyijie
苏胜	susheng
苏芮	surui
苏芳	sufang
苏莱曼大帝	sulaimandadi
苏越	suyue
苏过	suguo
苏钲	suzheng
苏雪林	suxuelin
苏震	suzhen
苏飞	sufei
苑田勇一	yuantianyongyi
苗利明	miaoliming
苗朝阳	miaozhaoyang
苗永鹏	miaoyongpeng
苗泽	miaoze
苗炜	miaowei
若叶	ruoye
若槻千夏	ruoguiqianxia
英廉	yinglian
苻丕	fupi
苻健	fujian
苻坚	fujian
苻洪	fuhong
苻生	fusheng
范之杰	fanzhijie
范伟	fanwei
范健	fanjian
范光阳	fanguangyang
范启	fanqi
范咸	fanxian
范增	fanzeng
范寿康	fanshoukang
范小冲	fanxiaochong
范少卿	fanshaoqing
范常	fanchang
范康	fankang
范成	fancheng
范振绪	fanzhenxu
范摅	fanshu
范文成	fanwencheng
范文英	fanwenying
范昶	fanchang
范曾	fanceng
范松	fansong
范永祺	fanyongqi
范洪	fanhong
范涞	fanlai
范滂	fanpang
范炳	fanbing
范猛	fanmeng
范理	fanli
范瑞芳	fanruifang
范疆	fanjiang
范石生	fanshisheng
范绍增	fanshaozeng
范缜	fanzhen
范萍	fanping
范钦	fanqin
范锋	fanfeng
范锴	fankai
范阳	fanyang
范鸿达	fanhongda
茅坤	maokun
茅阳	maoyang
茶太	chatai
荀况	xunkuang
荀勖	xunxu
荀卿	xunqing
荀恽	xunyun
荀攸	xunyou
荀正	xunzheng
荀爽	xunshuang
荆歌	jingge
荆浩	jinghao
荒川弘	huangchuanhong
荒木由美子	huangmuyoumeizi
荣仓奈奈	rongcangnainai
荣松	rongsong
荣柱	rongzhu
荣霖	ronglin
药圣	yaosheng
荻野真	diyezhen
莉香	lixiang
莎拉波娃	shalabowa
莫万丹	mowandan
莫乃倩	monaiqian
莫合买提	mohemaiti
莫德惠	modehui
莫德格玛	modegema
莫敖	moao
莫洛亚	moluoya
莫罕达斯	mohandasi
莫罗阿	moluoa
莱博维茨	laiboweici
莱因哈德	laiyinhade
莱昂尼达斯	laiangnidasi
莱纳特	lainate
莱茵克尔	laiyinkeer
