# 泰深输入法专业词库 — biology
# 格式：词 拼音（每行一个，空格或制表符分隔）
# 来源：搜狗细胞词库（官方推荐分类），scel2txt 转换

丙糖磷酸	bingtanglinsuan
丙胺卡因	bingankayin
丙酮尿	bingtongniao
丙酮粉	bingtongfen
丙酮血	bingtongxue
丙酮血症	bingtongxuezheng
丙酮酸	bingtongsuan
丙酮酸氧化	bingtongsuanyanghua
丙酮酸激酶	bingtongsuanjimei
丙酮酸激酶缺乏症	bingtongsuanjimeiquefazheng
丙酮酸盐	bingtongsuanyan
丙酮酸磷酸激酶	bingtongsuanlinsuanjimei
丙酮酸羧化酶缺乏病	bingtongsuansuohuameiquefabing
丙酮酸脱氢酶	bingtongsuantuoqingmei
丙酮酸脱羧酶	bingtongsuantuosuomei
丙酮醛	bingtongquan
丙酮雷琐辛	bingtongleisuoxin
丙酰基	bingxianji
丙酰氧基	bingxianyangji
丙酰胆碱	bingxiandanjian
丙酰胺	bingxianan
丙酰胺酸	bingxianansuan
丙酰苄胺异烟肼	bingxianbiananyiyanjing
丙酰辅酶	bingxianfumei
丙酸	bingsuan
丙酸基	bingsuanji
丙酸盐	bingsuanyan
丙酸酶	bingsuanmei
丙醇	bingchun
丙醇二酸	bingchunersuan
丙醇磺酸	bingchunhuangsuan
丙醇酰	bingchunxian
丙醛	bingquan
丙醛糖	bingquantang
丙醛酸	bingquansuan
丙阶酚醛树脂	bingjiefenquanshuzhi
丛卷毛	congjuanmao
丛密绒	congmirong
丛密绒毛膜	congmirongmaomo
丛枝灌木	congzhiguanmu
丛枝状吸胞	congzhizhuangxibao
丛枝草木植物	congzhicaomuzhiwu
丛毛状	congmaozhuang
丛状型成釉细胞瘤	congzhuangxingchengyouxibaoliu
丛生分布	congshengfenbu
丛生小灌木	congshengxiaoguanmu
丛鞭毛	congbianmao
东洋区	dongyangqu
东罂粟碱	dongyingsujian
东莨菪碱	donglangdangjian
东莨菪苷原	donglangdangganyuan
丝压背棍	siyabeigun
丝孢菌类	sibaojunlei
丝心蛋白	sixindanbai
丝束蛋白	sishudanbai
丝核体	siheti
丝氨酰基	sianxianji
丝氨酸	siansuan
丝氨酸磷脂	siansuanlinzhi
丝氨酸脱氨酶	siansuantuoanmei
丝氨酸脱水酶	siansuantuoshuimei
丝氨酸蛋白酶	siansuandanbaimei
丝氨酸转羟甲基酶	siansuanzhuanqiangjiajimei
丝氨酸醛醇脱	siansuanquanchuntuo
丝氨酸醛醇脱羧酶	siansuanquanchuntuosuomei
丝泡	sipao
丝状乳头	sizhuangrutou
丝状体	sizhuangti
丝状假足	sizhuangjiazu
丝状原质团	sizhuangyuanzhituan
丝状噬菌体	sizhuangshijunti
丝状学说	sizhuangxueshuo
丝状真菌	sizhuangzhenjun
丝状线粒体	sizhuangxianliti
丝状衣壳	sizhuangyike
丝状附器	sizhuangfuqi
丝球菌	siqiujun
丝精座	sijingzuo
丝纤蛋白	sixiandanbai
丝纹树甾胺	siwenshuzaian
丝胞	sibao
丝胶蛋白	sijiaodanbai
丝腺	sixian
丝裂原	silieyuan
丝裂红素	siliehongsu
丝裂霉素	siliemeisu
两个羟乙基胺	lianggeqiangyijian
两个雌性单倍体核的融合	lianggecixingdanbeitihederonghe
两亲分子	liangqinfenzi
两亲性	liangqinxing
两亲性螺旋	liangqinxingluoxuan
两似种	liangsizhong
两侧共济失调	liangcegongjishitiao
两侧对称	liangceduichen
两侧对称卵裂	liangceduichenluanlie
两凹椎体	liangaozhuiti
两分子一价酸	liangfenziyijiasuan
两分布中心	liangfenbuzhongxin
两可离子	liangkelizi
两向发育	liangxiangfayu
两囊幼虫	liangnangyouchong
两囊胚	liangnangpei
两型世代生物	liangxingshidaishengwu
两型核融合	liangxingheronghe
两头平断针	liangtoupingduanzhen
两头球状	liangtouqiuzhuang
两头钩针	liangtougouzhen
两寄主寄生	liangjizhujisheng
两性体	liangxingti
两性卵	liangxingluan
两性异性	liangxingyixing
两性溶剂	liangxingrongji
两性现象	liangxingxianxiang
两性生殖	liangxingshengzhi
两性电解质	liangxingdianjiezhi
两性电解质电泳	liangxingdianjiezhidianyong
两性电解质的商品名	liangxingdianjiezhideshangpinming
两性畸形	liangxingjixing
两性离子	liangxinglizi
两性离子缓冲液	liangxinglizihuanchongye
两性离子表面活性剂	liangxinglizibiaomianhuoxingji
两性结合	liangxingjiehe
两性聚电解质	liangxingjudianjiezhi
两性胶体	liangxingjiaoti
两性融合	liangxingronghe
两性融合体	liangxingrongheti
两性融合说	liangxingrongheshuo
两性选择	liangxingxuanze
两性霉素	liangxingmeisu
两指并指	liangzhibingzhi
两期生长	liangqishengzhang
两期生长现象	liangqishengzhangxianxiang
两极同源	liangjitongyuan
两极囊胚	liangjinangpei
两极胚盘	liangjipeipan
两染性	liangranxing
两染细胞	liangranxibao
两栖植物	liangqizhiwu
两栖类卵母细胞	liangqileiluanmuxibao
两栖纲	liangqigang
两次性成熟	liangcixingchengshu
两步连接	liangbulianjie
两游现象	liangyouxianxiang
两点辨距觉	liangdianbianjujue
两用代谢途径	liangyongdaixietujing
两盘体	liangpanti
两相系统	liangxiangxitong
两种细胞情况	liangzhongxibaoqingkuang
两端气门式	liangduanqimenshi
两级反应罐	liangjifanyingguan
两级消化器	liangjixiaohuaqi
两蕊柄	liangruibing
两足动物	liangzudongwu
两趾并趾	liangzhibingzhi
两面的畸胎	liangmiandejitai
两面针碱	liangmianzhenjian
严格厌氧菌	yangeyanyangjun
严格对照试验	yangeduizhaoshiyan
严格需氧菌	yangexuyangjun
严紧型	yanjinxing
严紧型控制	yanjinxingkongzhi
严紧型质粒	yanjinxingzhili
严紧复制调控	yanjinfuzhitiaokong
严紧控制菌株	yanjinkongzhijunzhu
个体化	getihua
个体发生	getifasheng
个体发育	getifayu
个体基因型	getijiyinxing
个体生态学	getishengtaixue
个体生物学	getishengwuxue
个体系统发生	getixitongfasheng
个体遗传型	getiyichuanxing
个体间距	getijianju
个别托盘	gebietuopan
个别适应	gebieshiying
个叶卷叠式	geyejuandieshi
个员	geyuan
个性排牙法	gexingpaiyafa
个性牙排列	gexingyapailie
中乌头碱	zhongwutoujian
中乳氧化酶	zhongruyanghuamei
中介肽	zhongjietai
中位微笑	zhongweiweixiao
中内胚层	zhongneipeiceng
中分生组织	zhongfenshengzuzhi
中分裂球	zhongfenlieqiu
中卟啉	zhongbulin
中厚皮片	zhonghoupipian
中叶激素	zhongyejisu
中叶素	zhongyesu
中后胸足	zhonghouxiongzu
中和作用	zhonghezuoyong
中和抗体	zhonghekangti
中和试验	zhongheshiyan
中唇舌	zhongchunshe
中喙骨	zhonghuigu
中国九分法	zhongguojiufenfa
中国日本植物亚区	zhongguoribenzhiwuyaqu
中国猿人属	zhongguoyuanrenshu
中国细胞生物学学会	zhongguoxibaoshengwuxuexuehui
中型动物区系	zhongxingdongwuquxi
中型叶	zhongxingye
中型工蚁	zhongxinggongyi
中型浮游生物	zhongxingfuyoushengwu
中型生命的种子	zhongxingshengmingdezhongzi
中型生物群	zhongxingshengwuqun
中垛	zhongduo
中外胚层	zhongwaipeiceng
中央体	zhongyangti
中央凹	zhongyangao
中央尖	zhongyangjian
中央弯针	zhongyangwanzhen
中央成分	zhongyangchengfen
中央沟	zhongyanggou
中央窝	zhongyangwo
中央管	zhongyangguan
中央索	zhongyangsuo
中始式	zhongshishi
中实囊胚	zhongshinangpei
中实幼体	zhongshiyouti
中尺度分析	zhongchidufenxi
中尾丝	zhongweisi
中层钙化	zhongcenggaihua
中幼粒细胞	zhongyoulixibao
中幼红细胞	zhongyouhongxibao
中底栖生物	zhongdiqishengwu
中度伤	zhongdushang
中度烧伤	zhongdushaoshang
中度缺氧	zhongduqueyang
中度重复	zhongduchongfu
中度重复序列	zhongduchongfuxulie
中心代谢途径	zhongxindaixietujing
中心体	zhongxinti
中心体连丝	zhongxintiliansi
中心周球	zhongxinzhouqiu
中心核	zhongxinhe
中心法则	zhongxinfaze
中心球	zhongxinqiu
中心球外层	zhongxinqiuwaiceng
中心粒	zhongxinli
中心粒团	zhongxinlituan
中心粒基因	zhongxinlijiyin
中心结构	zhongxinjiegou
中心耐受	zhongxinnaishou
中心质	zhongxinzhi
中心质体	zhongxinzhiti
中心降温	zhongxinjiangwen
中心鞘	zhongxinqiao
中性共生	zhongxinggongsheng
中性半抗原	zhongxingbankangyuan
中性去污剂	zhongxingquwuji
中性树脂	zhongxingshuzhi
中性白细胞	zhongxingbaixibao
中性突变	zhongxingtubian
中性糖脂	zhongxingtangzhi
中性红	zhongxinghong
中性置换	zhongxingzhihuan
中性脂肪	zhongxingzhifang
中性蛋白酶	zhongxingdanbaimei
中性鱼精蛋白锌胰岛素	zhongxingyujingdanbaixinyidaosu
中支气管	zhongzhiqiguan
中断杂交	zhongduanzajiao
中日性植物	zhongrixingzhiwu
中昼长植物	zhongzhouchangzhiwu
中期停顿	zhongqitingdun
中期分裂	zhongqifenlie
中期染色体	zhongqiranseti
中板带	zhongbandai
中板集合	zhongbanjihe
中枢作用佐剂	zhongshuzuoyongzuoji
中枢兴奋状态	zhongshuxingfenzhuangtai
中枢淋巴样器官	zhongshulinbayangqiguan
中枢神经系统	zhongshushenjingxitong
中柱分生	zhongzhufensheng
中柱原	zhongzhuyuan
中柱植物	zhongzhuzhiwu
中柱鞘	zhongzhuqiao
中核生物	zhongheshengwu
中横棒	zhonghengbang
中毒性口炎	zhongduxingkouyan
中毒性紫癜	zhongduxingzidian
中毒性红斑	zhongduxinghongban
中毒病	zhongdubing
中毒药	zhongduyao
中毛轮幼虫	zhongmaolunyouchong
中污水生物	zhongwushuishengwu
中波疗法	zhongboliaofa
中温微生物	zhongwenweishengwu
中温植物	zhongwenzhiwu
中温生物	zhongwenshengwu
中点受精	zhongdianshoujing
中生代植物	zhongshengdaizhiwu
中生动物	zhongshengdongwu
中生动物门	zhongshengdongwumen
中生植物	zhongshengzhiwu
中生演替系列	zhongshengyantixilie
中皮层	zhongpiceng
中着丝粒染色体	zhongzhuosiliranseti
中种皮	zhongzhongpi
中种被	zhongzhongbei
中空器官	zhongkongqiguan
中空无节茎	zhongkongwujiejing
中空纤维培养	zhongkongxianweipeiyang
中空纤维膜式氧合器	zhongkongxianweimoshiyangheqi
中等兹育湖	zhongdengziyuhu
中等耗水植物	zhongdenghaoshuizhiwu
中等范围	zhongdengfanwei
中等范围相互作用	zhongdengfanweixianghuzuoyong
中等重复序列	zhongdengchongfuxulie
中筛骨	zhongshaigu
中纤毛轮	zhongxianmaolun
中纬沟	zhongweigou
中纬线	zhongweixian
中翼骨	zhongyigu
中肠	zhongchang
中肠扭转	zhongchangniuzhuan
中肾	zhongshen
中肾管	zhongshenguan
中胆紫素	zhongdanzisu
中胆绿素	zhongdanlvsu
中胆色烷	zhongdansewan
中胚叶上皮层	zhongpeiyeshangpiceng
中胚叶肾瘤	zhongpeiyeshenliu
中胚层	zhongpeiceng
中胚层节	zhongpeicengjie
中胚轴	zhongpeizhou
中胶层	zhongjiaoceng
中胸	zhongxiong
中胸上后侧片	zhongxiongshanghoucepian
中胸侧板	zhongxiongceban
中胸前盾片	zhongxiongqiandunpian
中胸小盾片	zhongxiongxiaodunpian
中胸气门	zhongxiongqimen
中胸盾片	zhongxiongdunpian
中胸背侧区	zhongxiongbeicequ
中胸背板	zhongxiongbeiban
中胸腹板	zhongxiongfuban
中胸腹板刺	zhongxiongfubanci
中胸节芽	zhongxiongjieya
中胸角	zhongxiongjiao
中胸足	zhongxiongzu
中胸骨	zhongxionggu
中脉残	zhongmaican
中脑	zhongnao
中脑出血	zhongnaochuxie
中脑导水管	zhongnaodaoshuiguan
中脑水管旁支	zhongnaoshuiguanpangzhi
中脑腔	zhongnaoqiang
中腐生生物	zhongfushengshengwu
中腹甲	zhongfujia
中腹突	zhongfutu
中腹骨板	zhongfuguban
中膜	zhongmo
中膜体	zhongmoti
中药室	zhongyaoshi
中药治疗组	zhongyaozhiliaozu
中轴基	zhongzhouji
中轴胎座式	zhongzhoutaizuoshi
中轴骨骼	zhongzhouguge
中途歧异	zhongtuqiyi
中部受精	zhongbushoujing
中部带	zhongbudai
中链脂肪酸硫激酶	zhonglianzhifangsuanliujimei
中间丝	zhongjiansi
中间交叉	zhongjianjiaocha
中间交换	zhongjianjiaohuan
中间代谢	zhongjiandaixie
中间代谢物	zhongjiandaixiewu
中间体合成酶	zhongjiantihechengmei
中间倒位	zhongjiandaowei
中间凝胶技术	zhongjianningjiaojishu
中间寄主	zhongjianjizhu
中间密度脂蛋白	zhongjianmiduzhidanbai
中间形态冬孢子	zhongjianxingtaidongbaozi
中间性植物	zhongjianxingzhiwu
中间桥基	zhongjianqiaoji
中间清醒期	zhongjianqingxingqi
中间牙骨质	zhongjianyaguzhi
中间界线类麻风	zhongjianjiexianleimafeng
中间神经元	zhongjianshenjingyuan
中间种植体	zhongjianzhongzhiti
中间纤丝	zhongjianxiansi
中间纤维	zhongjianxianwei
中间缺失	zhongjianqueshi
中间节段	zhongjianjieduan
中间骨	zhongjiangu
中鞘	zhongqiao
中频电疗法	zhongpindianliaofa
中频电诊断法	zhongpindianzhenduanfa
中颚型	zhongexing
中高位芽植物	zhonggaoweiyazhiwu
中高草	zhonggaocao
中黄卵	zhonghuangluan
中齿	zhongchi
丰唐手术	fengtangshoushu
丰盛度	fengshengdu
串珠形	chuanzhuxing
串珠状	chuanzhuzhuang
串生	chuansheng
串线伤	chuanxianshang
串联体	chuanlianti
串联倒位	chuanliandaowei
串联易位	chuanlianyiwei
串联重复	chuanlianchongfu
串联重复序列	chuanlianchongfuxulie
串连游离皮瓣	chuanlianyoulipiban
串香酒	chuanxiangjiu
临床免疫学	linchuangmianyixue
临床冠	linchuangguan
临床死亡	linchuangsiwang
临床病理学	linchuangbinglixue
临床肾结核	linchuangshenjiehe
临床试验	linchuangshiyan
临床遗传学	linchuangyichuanxue
临床麻醉	linchuangmazui
临界容积学说	linjierongjixueshuo
临界昼长	linjiezhouchang
临界暗期	linjieanqi
临界点干燥法	linjiedianganzaofa
临界系数	linjiexishu
临界胶束浓度	linjiejiaoshunongdu
丹佛体制	danfotizhi
丹尼什氏现象	dannishenshixianxiang
丹氏粒	danshili
丹磺酰氯	danhuangxianlv
丹磺酰法	danhuangxianfa
为同义词	weitongyici
主仆共生	zhupugongsheng
主仆模型	zhupumoxing
主侧片	zhucepian
主动传送	zhudongchuansong
主动免疫	zhudongmianyi
主动助力运动	zhudongzhuliyundong
主动吸收	zhudongxishou
主动肌	zhudongji
主动脉	zhudongmai
主动脉嗜铬体	zhudongmaishigeti
主动脉固定术	zhudongmaigudingshu
主动脉夹层	zhudongmaijiaceng
主动脉弓	zhudongmaigong
主动脉弓中断	zhudongmaigongzhongduan
主动脉弓延长	zhudongmaigongyanchang
主动脉心室成形术	zhudongmaixinshichengxingshu
主动脉插管	zhudongmaichaguan
主动脉横断	zhudongmaihengduan
主动脉横断钳闭术	zhudongmaihengduanqianbishu
主动脉炎	zhudongmaiyan
主动脉瘤	zhudongmailiu
主动脉瘤间置修复术	zhudongmailiujianzhixiufushu
主动脉破裂	zhudongmaipolie
主动脉窦	zhudongmaidou
主动脉窦瘤	zhudongmaidouliu
主动脉缩窄	zhudongmaisuozhai
主动脉缩窄切除术	zhudongmaisuozhaiqiechushu
主动脉血流	zhudongmaixueliu
主动脉血流阻断	zhudongmaixueliuzuduan
主动脉通道	zhudongmaitongdao
主动转运	zhudongzhuanyun
主动输运	zhudongshuyun
主动过敏反应	zhudongguominfanying
主动运动	zhudongyundong
主动运输	zhudongyunshu
主基因	zhujiyin
主宰反应	zhuzaifanying
主寄生	zhujisheng
主平板	zhupingban
主成分分析	zhuchengfenfenxi
主桥基	zhuqiaoji
主模式标本	zhumoshibiaoben
主皿	zhumin
主盗群聚	zhudaoqunju
主突超茎	zhutuchaojing
主纤维	zhuxianwei
主线指数	zhuxianzhishu
主线横向指数	zhuxianhengxiangzhishu
主细胞	zhuxibao
主缢痕	zhuyihen
主翅脉	zhuchimai
主胚层	zhupeiceng
主腹片	zhufupian
主要元素	zhuyaoyuansu
主要培养物	zhuyaopeiyangwu
主要害虫	zhuyaohaichong
主要组织相容性复合体	zhuyaozuzhixiangrongxingfuheti
主要组织相容性系统	zhuyaozuzhixiangrongxingxitong
主辐触手	zhufuchushou
主链	zhulian
主静脉	zhujingmai
丽春花定碱	lichunhuadingjian
举肌	juji
义务诱导	yiwuyoudao
义颌	yihe
义齿吸附作用	yichixifuzuoyong
义齿型盒	yichixinghe
义齿基托美学	yichijituomeixue
义齿填塞	yichitiansai
义齿性口炎	yichixingkouyan
义齿性口腔痛	yichixingkouqiangtong
义齿承托区	yichichengtuoqu
义齿热处理	yichirechuli
义齿粘附剂	yichinianfuji
义齿美学	yichimeixue
义齿边缘	yichibianyuan
乌头原碱	wutouyuanjian
乌头属	wutoushu
乌头无定形碱	wutouwudingxingjian
乌头根碱	wutougenjian
乌头碱	wutoujian
乌头芬碱	wutoufenjian
乌头酸	wutousuan
乌头酸酶	wutousuanmei
乌本箭毒苷	wubenjiandugan
乌桕酸	wujiusuan
乌纳染色	wunaranse
乌药碱	wuyaojian
乌贼墨汁	wuzeimozhi
乌贼骨	wuzeigu
乌那霉素	wunameisu
乒乓机制	pingpangjizhi
乔松酮	qiaosongtong
乙二胺四乙酸	yieransiyisuan
乙二醇酯酶	yierchunzhimei
乙二醛	yierquan
乙二醛酶	yierquanmei
乙内酰脲	yineixianniao
乙内酰脲丙酸	yineixianniaobingsuan
乙内酰脲盐	yineixianniaoyan
乙内酰苯硫脲	yineixianbenliuniao
乙内酰苯硫脲氨基酸	yineixianbenliuniaoanjisuan
乙叉	yicha
乙叉谷氨酸	yichaguansuan
乙型肝炎抗原	yixingganyankangyuan
乙型肝炎病毒	yixingganyanbingdu
乙基	yiji
乙基乙烷磺酸酯	yijiyiwanhuangsuanzhi
乙基乙醇酸薄荷酯	yijiyichunsuanbohezhi
乙基吡咯	yijibiluo
乙基甲基磺酸酯	yijijiajihuangsuanzhi
乙基硫氨酸	yijiliuansuan
乙基胆碱	yijidanjian
乙基过氧化氢	yijiguoyanghuaqing
乙底酚	yidifen
乙底酸	yidisuan
乙炔基睾酮	yiquejigaotong
乙炔睾	yiquegao
乙炔睾甾酮	yiquegaozaitong
乙炔还原方法	yiquehuanyuanfangfa
乙炔雌二醇三甲醚	yiquecierchunsanjiami
乙炔雌甾二醇	yiquecizaierchun
乙烯基	yixiji
乙烯还原酶	yixihuanyuanmei
乙烯酮	yixitong
乙烯醚	yiximi
乙烷磺酸	yiwanhuangsuan
乙状窦前入路	yizhuangdouqianrulu
乙状窦后入路	yizhuangdouhourulu
乙状窦沟	yizhuangdougou
乙状结肠	yizhuangjiechang
乙状结肠系膜	yizhuangjiechangximo
乙状结肠膀胱	yizhuangjiechangpangguang
乙状结肠膀胱扩大术	yizhuangjiechangpangguangkuodashu
乙硫醇	yiliuchun
乙胺氨基葡糖	yiananjiputang
乙腈丙酮	yijingbingtong
乙菧酚	yidifen
乙酮醇	yitongchun
乙酰	yixian
乙酰丙嗪	yixianbingqin
乙酰丙酸	yixianbingsuan
乙酰丙酸盐	yixianbingsuanyan
乙酰乙酰	yixianyixian
乙酰乙酰基	yixianyixianji
乙酰乙酰辅酶	yixianyixianfumei
乙酰乙酸	yixianyisuan
乙酰乙酸乙酯	yixianyisuanyizhi
乙酰乙酸内酯	yixianyisuanneizhi
乙酰乙酸尿	yixianyisuanniao
乙酰乙酸盐	yixianyisuanyan
乙酰乙酸硫激酶	yixianyisuanliujimei
乙酰乙酸脱氢酶	yixianyisuantuoqingmei
乙酰乙酸脱羧酶	yixianyisuantuosuomei
乙酰乙酸酯	yixianyisuanzhi
乙酰乳糖胺	yixianrutangan
乙酰乳糖胺重复结构	yixianrutanganchongfujiegou
乙酰乳酸合成酶	yixianrusuanhechengmei
乙酰乳酸脱羧酶	yixianrusuantuosuomei
乙酰亚甲胱氨酸	yixianyajiaguangansuan
乙酰化作用	yixianhuazuoyong
乙酰化酶	yixianhuamei
乙酰半乳糖胺	yixianbanrutangan
乙酰半乳糖胺二磷酸尿苷	yixianbanrutanganerlinsuanniaogan
乙酰半乳糖胺脱乙酰酶	yixianbanrutangantuoyixianmei
乙酰半乳糖胺酶	yixianbanrutanganmei
乙酰唑磺胺	yixianzuohuangan
乙酰型肝素	yixianxinggansu
乙酰基	yixianji
乙酰基转移酶	yixianjizhuanyimei
乙酰壳己糖	yixiankejitang
乙酰多巴胺	yixianduobaan
乙酰己糖胺	yixianjitangan
乙酰己糖胺醇	yixianjitanganchun
乙酰已糖胺	yixianyitangan
乙酰氧肟酸	yixianyangwosuan
乙酰氨基半乳糖	yixiananjibanrutang
乙酰氨基半乳糖苷酶	yixiananjibanrutangganmei
乙酰氨基己糖	yixiananjijitang
乙酰氨基己糖苷酶	yixiananjijitangganmei
乙酰氨基葡烯糖	yixiananjipuxitang
乙酰氨基葡糖	yixiananjiputang
乙酰氨基葡糖苷酶	yixiananjiputangganmei
乙酰氨基葡糖苷酶缺乏症	yixiananjiputangganmeiquefazheng
乙酰水杨酸	yixianshuiyangsuan
乙酰水杨酸盐	yixianshuiyangsuanyan
乙酰水解酶	yixianshuijiemei
乙酰甘露糖胺	yixianganlutangan
乙酰甘露糖胺醇	yixianganlutanganchun
乙酰硫激酶	yixianliujimei
乙酰硫辛酸	yixianliuxinsuan
乙酰硫辛酸盐	yixianliuxinsuanyan
乙酰磷酸	yixianlinsuan
乙酰磷酸盐	yixianlinsuanyan
乙酰磷酸酶	yixianlinsuanmei
乙酰神	yixianshen
乙酰神经氨糖酸	yixianshenjingantangsuan
乙酰神经氨糖酸加单氧酶	yixianshenjingantangsuanjiadanyangmei
