# 泰深输入法专业词库 — 法律
# 来源：THUOCL 清华开放中文词库（MIT License，https://github.com/thunlp/THUOCL）
# 格式：词 拼音（制表符分隔）；仅收录 system_dict 缺失词条
一上班	yishangban
土地储备管理办法	tudichubeiguanlibanfa
土地储备证	tudichubeizheng
土地共有使用权	tudigongyoushiyongquan
土地出让使用权	tudichurangshiyongquan
土地出让金	tudichurangjin
土地分等定级	tudifendengdingji
土地初始登记	tudichushidengji
土地利用总体规划	tudiliyongzongtiguihua
土地发展公司	tudifazhangongsi
土地发展权	tudifazhanquan
土地复垦	tudifuken
土地定着物	tudidingzhewu
土地审裁处法官	tudishencaichufaguan
土地影子费用	tudiyingzifeiyong
土地房屋权证	tudifangwuquanzheng
土地执法大全	tudizhifadaquan
土地承包合同	tudichengbaohetong
土地承包法	tudichengbaofa
土地承包经营合同	tudichengbaojingyinghetong
土地承包经营权	tudichengbaojingyingquan
土地抵押权	tudidiyaquan
土地抵押权实现	tudidiyaquanshixian
土地招拍挂制度	tudizhaopaiguazhidu
土地招标拍卖挂牌	tudizhaobiaopaimaiguapai
土地按揭	tudianjie
土地有偿使用合同	tudiyouchangshiyonghetong
土地权属制度	tudiquanshuzhidu
土地权属变更登记	tudiquanshubiangengdengji
土地注册处	tudizhucechu
土地注册处处长	tudizhucechuchuzhang
土地生产潜力	tudishengchanqianli
土地登记	tudidengji
土地登记代理合同	tudidengjidailihetong
土地登记制度	tudidengjizhidu
土地登记办法	tudidengjibanfa
土地登记规则	tudidengjiguize
土地盐渍化	tudiyanzihua
土地荒漠化	tudihuangmohua
土地调查条例	tudidiaochatiaoli
土地转让过户	tudizhuanrangguohu
土木工程合同管理	tumugongchenghetongguanli
圣母无染原罪节	shengmuwuranyuanzuijie
在合同履行中	zaihetonglvxingzhong
在职法律硕士	zaizhifalvshuoshi
在险价值	zaixianjiazhi
地产权属登记	dichanquanshudengji
地指国	dizhiguo
地方人民检察院	difangrenminjianchayuan
地方分权制	difangfenquanzhi
地方分权制度	difangfenquanzhidu
地方国家机构	difangguojiajigou
地方审判厅	difangshenpanting
地方志工作条例	difangzhigongzuotiaoli
地方性会计法规	difangxingkuaijifagui
地方性法规	difangxingfagui
地方政府权力	difangzhengfuquanli
地方法	difangfa
地方法规	difangfagui
地方立法研究	difanglifayanjiu
地方自治制度	difangzizhizhidu
地方自治试行条例	difangzizhishixingtiaoli
地方行政机关	difangxingzhengjiguan
地震行政执法规定	dizhenxingzhengzhifaguiding
垄断行为	longduanxingwei
埃尔默案	aiermoan
城乡医疗救助	chengxiangyiliaojiuzhu
城乡规划法	chengxiangguihuafa
城北派出所	chengbeipaichusuo
城市住宅局	chengshizhuzhaiju
城市合作银行	chengshihezuoyinhang
城市基层权力重组	chengshijicengquanlichongzu
城市建设总局	chengshijianshezongju
城市建设维护税	chengshijiansheweihushui
城市房地产税	chengshifangdichanshui
城市房地产管理法	chengshifangdichanguanlifa
城市房屋被拆迁人	chengshifangwubeichaiqianren
城市民族工作条例	chengshiminzugongzuotiaoli
城市物价管理	chengshiwujiaguanli
城市规划法	chengshiguihuafa
城市规划编制办法	chengshiguihuabianzhibanfa
城市规划行政处罚	chengshiguihuaxingzhengchufa
城市道路管理条例	chengshidaoluguanlitiaoli
城市黄线管理办法	chengshihuangxianguanlibanfa
城建建材工会	chengjianjiancaigonghui
城建监察规定	chengjianjianchaguiding
城邦民主制	chengbangminzhuzhi
基层人民法院院长	jicengrenminfayuanyuanzhang
基层公安机关	jicenggonganjiguan
基层建设年	jicengjianshenian
基本住房保障法	jibenzhufangbaozhangfa
基本养老保险	jibenyanglaobaoxian
基督与受骗女子	jiduyushoupiannvzi
塔克西拉古城遗址	takexilaguchengyizhi
境内非居民	jingneifeijumin
增值税专用缴款书	zengzhishuizhuanyongjiaokuanshu
增值税发票	zengzhishuifapiao
增值税暂行条例	zengzhishuizanxingtiaoli
增值税纳税人	zengzhishuinashuiren
增加农业投入	zengjianongyetouru
增收节支措施	zengshoujiezhicuoshi
壹刑	yixing
处理恰当	chuliqiadang
复仇掠夺	fuchoulveduo
复保险合同	fubaoxianhetong
复制发行	fuzhifaxing
复合氨基酸	fuheanjisuan
复杂共犯	fuzagongfan
复议前置	fuyiqianzhi
复议参加人	fuyicanjiaren
复议范围	fuyifanwei
复议被申请人	fuyibeishenqingren
夏凤英	xiafengying
夏朝法律制度	xiachaofalvzhidu
外专外语	waizhuanwaiyu
外出经营许可证	waichujingyingxukezheng
外商投资流通业	waishangtouziliutongye
外商独资保险公司	waishangduzibaoxiangongsi
外国专家局	waiguozhuanjiaju
外国仲裁裁决公约	waiguozhongcaicaijuegongyue
外国法院说	waiguofayuanshuo
外大陆架	waidalujia
外层空间武器	waicengkongjianwuqi
外层空间法	waicengkongjianfa
外币国债	waibiguozhai
外汇保证金开户	waihuibaozhengjinkaihu
外观设计法律保护	waiguanshejifalvbaohu
外贸代理制度	waimaodailizhidu
外贸易经营者	waimaoyijingyingzhe
外贸法律实务	waimaofalvshiwu
外资保险公司	waizibaoxiangongsi
外资银行管理条例	waiziyinhangguanlitiaoli
外轮代理公司	wailundailigongsi
多元文化公民权	duoyuanwenhuagongminquan
多式联运经营人	duoshilianyunjingyingren
多数辩护	duoshubianhu
多次课征制	duocikezhengzhi
多种纤维协议	duozhongxianweixieyi
多管转膛炮迅雷铳	duoguanzhuantangpaoxunleichong
多边国际公约	duobianguojigongyue
大副收据	dafushouju
大宇文法论坛	dayuwenfaluntan
大小非征税	daxiaofeizhengshui
大律师登记册	dalvshidengjice
大户持仓报告制度	dahuchicangbaogaozhidu
大拇指法则	damuzhifaze
大日本帝国宪法	daribendiguoxianfa
大石音乐版权	dashiyinyuebanquan
大贺茂	dahemao
大连市政府法制办	dalianshizhengfufazhiban
大陆架公约	dalujiagongyue
大陆法	dalufa
大陆法系刑法	dalufaxixingfa
大面额纸币	damianezhibi
大额疾病医疗保险	daejibingyiliaobaoxian
夫妻住所	fuqizhusuo
夫妻共同债务	fuqigongtongzhaiwu
夫妻共同债务认定	fuqigongtongzhaiwurending
夫妻共同所有财产	fuqigongtongsuoyoucaichan
夫妻共同财产分割	fuqigongtongcaichanfenge
夫妻分居	fuqifenju
夫妻约定财产制	fuqiyuedingcaichanzhi
夫妻约定财产制度	fuqiyuedingcaichanzhidu
夫妻财产约定公证	fuqicaichanyuedinggongzheng
失业保险法	shiyebaoxianfa
失业登记	shiyedengji
失信惩戒办法	shixinchengjiebanfa
失信成本	shixinchengben
失去时效	shiqushixiao
失效专利	shixiaozhuanli
奉法者强则国强	fengfazheqiangzeguoqiang
奏定学堂章程	zoudingxuetangzhangcheng
契约型基金	qiyuexingjijin
契约登记	qiyuedengji
套期保值合约	taoqibaozhiheyue
奢侈品之战	shechipinzhizhan
奥东律师事务所	aodonglvshishiwusuo
奥地利普通民法典	aodiliputongminfadian
奥地利民法典	aodiliminfadian
奥本海	aobenhai
奥本海国际法	aobenhaiguojifa
奥狄思法则	aodisifaze
女娲神枪	nvwashenqiang
女官制度	nvguanzhidu
女性意外险	nvxingyiwaixian
女性自我防卫	nvxingziwofangwei
女权主义法学	nvquanzhuyifaxue
女职工劳动	nvzhigonglaodong
女职工劳动保护	nvzhigonglaodongbaohu
奴隶制五刑	nulizhiwuxing
奴隶制法	nulizhifa
奴隶宪法	nulixianfa
奸党罪	jiandangzui
奸淫幼女罪	jianyinyounvzui
好猫论	haomaolun
如东县国土资源局	rudongxianguotuziyuanju
如何写民事诉状	ruhexieminshisuzhuang
如何购买二手房	ruhegoumaiershoufang
妇女就业	funvjiuye
妇女权益	funvquanyi
妇女权益保障	funvquanyibaozhang
妇女权益保障法	funvquanyibaozhangfa
妇女法研究	funvfayanjiu
妇女联合会	funvlianhehui
妖书案	yaoshuan
妨害民事诉讼行为	fanghaiminshisusongxingwei
妨害风化犯罪	fanghaifenghuafanzui
姐妹船	jiemeichuan
委付	weifu
委任合同	weirenhetong
委任性规则	weirenxingguize
委任性规范	weirenxingguifan
委任统治权	weirentongzhiquan
委员小组	weiyuanxiaozu
委托下单	weituoxiadan
委托不明	weituobuming
委托书收购	weituoshushougou
委托买卖契约	weituomaimaiqiyue
委托人民法院	weituorenminfayuan
委托代理人	weituodailiren
委托代理合同	weituodailihetong
委托作品	weituozuopin
委托关系	weituoguanxi
委托创作	weituochuangzuo
委托创作作品	weituochuangzuozuopin
委托加工合同	weituojiagonghetong
委托开发	weituokaifa
委托开发合同	weituokaifahetong
委托执行	weituozhixing
委托拆迁	weituochaiqian
委托拍卖合同	weituopaimaihetong
委托招标	weituozhaobiao
委托授权	weituoshouquan
委托授权书	weituoshouquanshu
委托授权行为	weituoshouquanxingwei
委托物	weituowu
委托监护	weituojianhu
委托监护人	weituojianhuren
委托背书	weituobeishu
委托调查	weituodiaocha
委托购买合同	weituogoumaihetong
委托辩护	weituobianhu
委托辩护人	weituobianhuren
委托送达	weituosongda
威廉姆斯法	weilianmusifa
威斯敏斯特法案	weisiminsitefaan
威斯特伐利亚公会	weisitefaliyagonghui
娱乐场所管理条例	yulechangsuoguanlitiaoli
婚前保健工作规范	hunqianbaojiangongzuoguifan
婚前协议	hunqianxieyi
婚前婚后财产	hunqianhunhoucaichan
婚前财产	hunqiancaichan
婚姻与收养登记	hunyinyushouyangdengji
婚姻完全破裂	hunyinwanquanpolie
婚姻家庭法前沿	hunyinjiatingfaqianyan
婚姻家庭继承法学	hunyinjiatingjichengfaxue
婚姻法学参考资料	hunyinfaxuecankaoziliao
婚姻登记制度	hunyindengjizhidu
婚姻登记地	hunyindengjidi
婚姻登记所	hunyindengjisuo
婚姻登记档案	hunyindengjidangan
婚姻纠纷维权必备	hunyinjiufenweiquanbibei
婚姻继承纠纷	hunyinjichengjiufen
媒介暴力	meijiebaoli
媒体法	meitifa
媒体法律与市场	meitifalvyushichang
媒体监督	meitijiandu
媒氏	meishi
嫡长继承制	dizhangjichengzhi
子产铸刑鼎	zichanzhuxingding
子女保障信托	zinvbaozhangxintuo
子女监护权	zinvjianhuquan
子孙违犯教令	zisunweifanjiaoling
子目注释	zimuzhushi
孕妇盗窃团	yunfudaoqietuan
存单挂失	cundanguashi
存款保险法律制度	cunkuanbaoxianfalvzhidu
孙艺军	sunyijun
学习驾驶技术	xuexijiashijishu
学位委员会	xueweiweiyuanhui
学位授予法	xueweishouyufa
学位论文写作指导	xueweilunwenxiezuozhidao
学术风景线	xueshufengjingxian
学校令	xuexiaoling
学校卫生工作条例	xuexiaoweishenggongzuotiaoli
学校教育制度	xuexiaojiaoyuzhidu
学校法律治理研究	xuexiaofalvzhiliyanjiu
学生常用法规全书	xueshengchangyongfaguiquanshu
宅地法	zhaidifa
宅基地使用权	zhaijidishiyongquan
宅基地法律问题	zhaijidifalvwenti
宅基地纠纷	zhaijidijiufen
宅基地证	zhaijidizheng
宇宙开发法	yuzhoukaifafa
安全保障权	anquanbaozhangquan
安全关照义务	anquanguanzhaoyiwu
安全检查员	anquanjianchayuan
安全泊位	anquanbowei
安全生产事故罪	anquanshengchanshiguzui
安全生产奖惩制度	anquanshengchanjiangchengzhidu
安全生产工作规定	anquanshengchangongzuoguiding
安全生产法	anquanshengchanfa
安全用药知识读本	anquanyongyaozhishiduben
安全监督	anquanjiandu
安全警示录	anquanjingshilu
安全饮品	anquanyinpin
安徽大学法律评论	anhuidaxuefalvpinglun
安徽法院案例选	anhuifayuananlixuan
安福俱乐部	anfujulebu
安维律师事务所	anweilvshishiwusuo
安置补助费	anzhibuzhufei
安远县人民法院	anyuanxianrenminfayuan
安陆市人民检察院	anlushirenminjianchayuan
宋代法律与社会	songdaifalvyushehui
宋代法规	songdaifagui
宋代物权关系研究	songdaiwuquanguanxiyanjiu
宋建中	songjianzhong
宋维强	songweiqiang
宋英辉	songyinghui
完全产权房	wanquanchanquanfang
完全债权	wanquanzhaiquan
完全合并	wanquanhebing
完全民事行为人	wanquanminshixingweiren
完全民事行为能力	wanquanminshixingweinengli
完全物权	wanquanwuquan
完全知识产权	wanquanzhishichanquan
完全行为能力	wanquanxingweinengli
完全过失责任制	wanquanguoshizerenzhi
完善宏观调控	wanshanhongguantiaokong
完善现代企业制度	wanshanxiandaiqiyezhidu
宏观经济基本状况	hongguanjingjijibenzhuangkuang
宏观经济管理体制	hongguanjingjiguanlitizhi
宏观调控权	hongguantiaokongquan
宏观调控法	hongguantiaokongfa
宏观调控目标	hongguantiaokongmubiao
宏观财政政策	hongguancaizhengzhengce
宗教指导者	zongjiaozhidaozhe
宗教院校设立办法	zongjiaoyuanxiaoshelibanfa
官方语言法案	guanfangyuyanfaan
定值保险合同	dingzhibaoxianhetong
定向募集	dingxiangmuji
定向募集设立	dingxiangmujisheli
定性决策法	dingxingjuecefa
定日付款	dingrifukuan
定稿创作	dinggaochuangzuo
实体公正	shitigongzheng
实体法律	shitifalv
实效主义法学	shixiaozhuyifaxue
实施强制	shishiqiangzhi
实用国际贸易	shiyongguojimaoyi
实用国际贸易法	shiyongguojimaoyifa
实用宪法学新词典	shiyongxianfaxuexincidian
实用新型专利	shiyongxinxingzhuanli
实用新型专利权	shiyongxinxingzhuanliquan
实用法律指南	shiyongfalvzhinan
实用法律文书写作	shiyongfalvwenshuxiezuo
实用法律英语	shiyongfalvyingyu
实行国民待遇	shixingguomindaiyu
实行改制	shixinggaizhi
实行犯过限	shixingfanguoxian
实行终了未遂	shixingzhongliaoweisui
实质性改变	shizhixinggaibian
实质性特点	shizhixingtedian
实质性金钱损失	shizhixingjinqiansunshi
实践性行为	shijianxingxingwei
实际全损	shijiquansun
审判公正问题研究	shenpangongzhengwentiyanjiu
审判前沿观察	shenpanqianyanguancha
审判案例研究	shenpananliyanjiu
审判监督制度	shenpanjianduzhidu
审判监督指导	shenpanjianduzhidao
审判监督程序	shenpanjianduchengxu
审判程序合法	shenpanchengxuhefa
审判长宣布开庭	shenpanzhangxuanbukaiting
审前羁押与保释	shenqianjiyayubaoshi
审录司	shenlusi
审查公诉	shenchagongsu
审查判断证据	shenchapanduanzhengju
审查案件	shenchaanjian
审核委托方	shenheweituofang
审裁小组	shencaixiaozu
审计合谋	shenjihemou
审计委员会制度	shenjiweiyuanhuizhidu
审计案例	shenjianli
审计案例分析	shenjianlifenxi
审计法律规范	shenjifalvguifan
审计规范体系	shenjiguifantixi
审计调查项目	shenjidiaochaxiangmu
客观归罪	keguanguizui
客观标准	keguanbiaozhun
客观标志原则	keguanbiaozhiyuanze
宣判笔录	xuanpanbilu
宣宁高速公路	xuanninggaosugonglu
宣布战争状态	xuanbuzhanzhengzhuangtai
宪台格例	xiantaigeli
宪政古今	xianzhenggujin
宪政哲学问题要论	xianzhengzhexuewentiyaolun
宪法修改案	xianfaxiugaian
宪法制定权	xianfazhidingquan
宪法及其相关法	xianfajiqixiangguanfa
宪法变迁论	xianfabianqianlun
宪法性文件	xianfaxingwenjian
宪法性法律	xianfaxingfalv
家事代理权	jiashidailiquan
家具定作合同	jiajudingzuohetong
家庭必备法律全书	jiatingbibeifalvquanshu
家庭必备法律手册	jiatingbibeifalvshouce
家庭承包权利	jiatingchengbaoquanli
家庭承包经营权	jiatingchengbaojingyingquan
家庭财产分割协议	jiatingcaichanfengexieyi
家庭责任观	jiatingzerenguan
家父权	jiafuquan
家犬管理条例	jiaquanguanlitiaoli
家用汽车产品修理	jiayongqichechanpinxiuli
家长专制	jiazhangzhuanzhi
容留妇女卖淫罪	rongliufunvmaiyinzui
寄存保管	jicunbaoguan
寄搭户	jidahu
密云县妇幼保健院	miyunxianfuyoubaojianyuan
富危机	fuweiji
富源县人民法院	fuyuanxianrenminfayuan
富裕县妇联	fuyuxianfulian
对价制度	duijiazhidu
对价持票人	duijiachipiaoren
对偶婚	duiouhun
对冲会计法	duichongkuaijifa
对单位行贿罪	duidanweixinghuizui
对合共犯	duihegongfan
对合犯	duihefan
对外承包工程商会	duiwaichengbaogongchengshanghui
对外经济贸易部	duiwaijingjimaoyibu
对外贸易信贷	duiwaimaoyixindai
对外贸易合同	duiwaimaoyihetong
对外贸易国别政策	duiwaimaoyiguobiezhengce
对外贸易管制制度	duiwaimaoyiguanzhizhidu
对席判决	duixipanjue
对抗第三人	duikangdisanren
对比文件	duibiwenjian
对第三人债权	duidisanrenzhaiquan
导游人员管理条例	daoyourenyuanguanlitiaoli
导游员手册	daoyouyuanshouce
封闭式住宅小区	fengbishizhuzhaixiaoqu
射倖合同	shexinghetong
射幸合同	shexinghetong
尉杂	weiza
尊重和保障人权	zunzhonghebaozhangrenquan
尊重社会公德	zunzhongshehuigongde
小产权	xiaochanquan
小产权房	xiaochanquanfang
小企业会计准则	xiaoqiyekuaijizhunze
小企业融资	xiaoqiyerongzi
小小偷	xiaoxiaotou
小木屋生活丛书	xiaomuwushenghuocongshu
小石城事件	xiaoshichengshijian
小组委员会	xiaozuweiyuanhui
小股东控权人	xiaogudongkongquanren
小规模纳税人	xiaoguimonashuiren
小野寺利孝	xiaoyesilixiao
小额诉讼制度	xiaoesusongzhidu
小额钱债审裁处	xiaoeqianzhaishencaichu
少数民族习惯法	shaoshuminzuxiguanfa
尤溪县公安局	youxixiangonganju
